Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label,Binary Label
11,2,59,8040,7760,57,46,3,322,322,3,5,2,0,0,0,0,0,8,645,595,6,1
3,1,124,8652,6311591,235,46,0,0,320,3,5,1,630341,6303419,630341,6303419,630341,6,469,387,6,1
3,2,10,856,8188,61,46,0,0,320,3,5,2,0,0,0,0,0,6,469,387,6,1
3,3,57,7730,7840,55,46,3,320,278,2,5,3,0,0,0,0,0,6,469,387,6,1
3,4,234,6311501,8008,59,46,3,320,320,3,5,4,0,0,0,0,0,6,469,387,6,1
4,1,57,7924,7924,57,46,2,278,320,3,5,1,0,0,0,0,0,5,394,311,6,1
4,2,59,8008,6311501,234,46,3,320,320,3,5,2,630341,6303419,630341,6303419,630341,5,394,311,6,1
4,3,230,6311333,8008,59,46,2,278,320,3,5,3,0,0,0,0,0,5,394,311,6,1
1,1,542,29592,36726,590,46,97,5238,5558,100,5,1,529,28350,529,28350,529,10,1752,1672,6,1
1,2,186,6304434,15787,172,46,0,0,320,3,5,2,0,0,0,0,0,10,1752,1672,6,1
1,3,150,13960,5916560,212,46,99,6676,5908872,156,5,3,564593,5645938,564593,5645938,564593,10,1752,1672,6,1
2,1,111,7538,6047642,214,46,100,6596,6040142,159,5,1,590847,5908478,590847,5908478,590847,6,367,314,6,1
2,2,215,6047830,14158,153,46,159,6040142,6874,102,5,2,628,6282,628,6282,628,6,367,314,6,1
7,1,57,7924,7924,57,46,2,278,320,3,5,1,0,0,0,0,0,10,1774,1687,6,1
7,2,972,6353978,44389,703,46,197,11956,5558,100,5,2,1053,28512,1053,28512,1053,10,1774,1687,6,1
7,3,701,44305,44328,701,46,100,5558,5516,99,5,3,2339,36192,2339,36192,2339,10,1774,1687,6,1
8,1,59,8008,6311501,234,46,3,320,320,3,5,1,0,6303419,0,6303419,0,9,1679,1585,6,1
8,2,701,44328,44305,701,46,98,5462,5504,99,5,2,1053,28512,1053,28512,1053,9,1679,1585,6,1
8,3,55,7872,8008,59,46,2,280,320,3,5,3,0,0,0,0,0,9,1679,1585,6,1
5,2,173,15804,7730,57,46,3,320,320,3,5,4,1681,42474,1681,42474,1681,11,1941,1842,6,1
12,1,186,6304391,16856,181,56,0,0,602,5,5,1,0,0,0,0,0,12,2744,2659,6,1
12,2,826,46008,5956672,944,56,187,11210,5914362,254,5,2,496,33318,496,33318,496,12,2744,2659,6,1
12,3,1057,5964534,6359038,1074,56,254,5914358,5636,98,5,3,540,38718,540,38718,540,12,2744,2659,6,1
12,4,357,6320325,6318434,332,56,5,598,6736,98,5,4,562,6308926,562,6308926,562,12,2744,2659,6,1
10,1,10,856,9292,69,56,0,0,602,5,5,1,0,0,0,0,0,4,214,129,6,1
10,2,11,946,9312,69,56,0,0,602,5,5,2,0,0,0,0,0,4,214,129,6,1
10,3,68,9162,8992,63,56,5,598,560,4,5,3,0,0,0,0,0,4,214,129,6,1
10,4,66,8884,9202,68,56,5,598,602,5,5,5,0,0,0,0,0,4,214,129,6,1
11,1,298,6312093,6320411,357,56,0,0,602,5,5,1,0,7879,0,7879,0,6,713,663,6,1
11,2,68,9202,8992,67,56,5,602,672,6,5,2,0,0,0,0,0,6,713,663,6,1
3,1,124,8652,6312745,244,56,0,0,598,5,5,1,0,0,0,0,0,6,496,414,6,1
3,2,10,856,9342,70,56,0,0,598,5,5,2,0,0,0,0,0,6,496,414,6,1
3,3,66,8884,8952,63,56,5,598,556,4,5,3,0,0,0,0,0,6,496,414,6,1
3,4,243,6312655,9232,69,56,5,598,668,6,5,4,0,0,0,0,0,6,496,414,6,1
4,1,66,9078,9036,65,56,5,598,556,4,5,1,0,0,0,0,0,5,427,343,6,1
4,2,69,9232,6312655,243,56,6,668,598,5,5,2,0,0,0,0,0,5,427,343,6,1
4,3,238,6312445,9162,68,56,4,556,598,5,5,3,0,0,0,0,0,5,427,343,6,1
1,1,734,39960,48248,791,56,94,5076,5674,99,5,1,540,38718,540,38718,540,10,2449,2369,6,1
1,2,186,6304434,16941,181,56,0,0,598,5,5,2,0,0,0,0,0,10,2449,2369,6,1
1,3,334,5925395,6318632,333,56,160,5909282,6690,97,5,3,562,6308926,562,6308926,562,10,2449,2369,6,1
1,4,1163,6364935,12268263,1236,56,191,11766,5914358,254,5,4,565346,5692667,565346,5692667,565346,10,2449,2369,6,1
2,1,285,5917733,6318444,332,56,157,5908796,6690,97,5,1,601,6309322,601,6309322,601,8,673,619,6,1
2,2,333,6318632,5925395,334,56,97,6690,5909282,160,5,2,590861,5916489,590861,5916489,590861,8,673,619,6,1
7,1,66,9078,9036,65,56,5,598,556,4,5,1,0,0,0,0,0,9,2367,2280,6,1
7,2,1348,12275781,55911,904,56,254,5914358,5674,99,5,2,513,38880,513,38880,513,9,2367,2280,6,1
7,3,901,55785,5964604,1058,56,98,5632,5914428,255,5,3,523,33750,523,33750,523,9,2367,2280,6,1
8,1,68,9162,6312655,243,56,5,598,598,5,5,1,0,0,0,0,0,9,2253,2158,6,1
8,2,1058,5964604,55785,901,56,255,5914428,5632,98,5,2,513,38880,513,38880,513,9,2253,2158,6,1
8,3,63,8992,9162,68,56,4,560,598,5,5,3,0,0,0,0,0,9,2253,2158,6,1
5,1,1236,12268263,6364935,1163,56,254,5914358,11766,191,5,1,40640,6348202,40640,6348202,40640,10,2649,2550,6,1
5,2,182,16958,8884,66,56,5,598,598,5,5,4,595536,5955369,595536,5955369,595536,10,2649,2550,6,1
12,1,186,6304391,18011,190,66,0,0,875,7,5,1,0,0,0,0,0,8,3196,3106,6,1
12,2,1031,57551,6362842,1162,66,96,5184,6059,103,5,2,550,6352397,550,6352397,550,8,3196,3106,6,1
12,3,1275,6370698,6370357,1271,66,103,6055,6017,102,5,3,550,48978,550,48978,550,8,3196,3106,6,1
12,4,365,6321404,6320786,355,66,6,801,805,6,5,4,728,7285,728,7285,728,8,3196,3106,6,1
10,1,166,5909586,16011,162,66,155,5908660,6369,90,5,1,0,0,0,0,0,6,470,379,6,1
10,2,11,946,10467,78,66,0,0,875,7,5,2,0,0,0,0,0,6,470,379,6,1
10,3,76,10269,5918695,225,66,5,759,5909423,160,5,3,564600,5646004,564600,5646004,564600,6,470,379,6,1
10,4,160,15639,10287,76,66,92,6477,805,6,5,5,0,0,0,0,0,6,470,379,6,1
11,1,299,6312163,6321496,365,66,0,0,805,6,5,1,0,0,0,0,0,4,734,679,6,1
11,2,77,10357,10077,75,66,6,805,805,6,5,2,0,0,0,0,0,4,734,679,6,1
3,1,125,8722,6313894,253,66,1,70,871,7,5,1,0,0,0,0,0,4,525,435,6,1
3,2,11,926,10491,79,66,0,0,871,7,5,2,0,0,0,0,0,4,525,435,6,1
3,3,75,10033,9989,70,66,7,871,759,5,5,3,0,0,0,0,0,4,525,435,6,1
3,4,252,6313804,10311,77,66,6,801,801,6,5,4,0,0,0,0,0,4,525,435,6,1
4,1,158,15721,10185,74,66,90,6365,871,7,5,1,0,0,0,0,0,5,541,452,6,1
4,2,77,10311,6313804,252,66,6,801,801,6,5,2,0,0,0,0,0,5,541,452,6,1
4,3,245,6313482,15917,162,66,5,759,6477,92,5,3,522,5226,522,5226,522,5,541,452,6,1
1,1,923,50166,59533,988,66,96,5184,5985,102,5,1,550,48978,550,48978,550,10,3131,3044,6,1
1,2,272,6310110,5926708,344,66,86,5676,5909419,160,5,2,0,0,0,0,0,10,3131,3044,6,1
1,3,362,6321311,6321048,357,66,5,759,871,7,5,3,728,7285,728,7285,728,10,3131,3044,6,1
1,4,1529,12286133,12674427,1454,66,256,5914631,5985,102,5,4,550,6352397,550,6352397,550,10,3131,3044,6,1
7,1,74,10185,10185,74,66,6,829,801,6,5,1,0,0,0,0,0,8,2952,2858,6,1
7,2,1565,12681875,5975884,1256,66,102,5985,5914673,257,5,2,502,43902,502,43902,502,8,2952,2858,6,1
7,3,1253,5975758,6370656,1274,66,256,5914603,5943,101,5,3,39999,6352505,39999,6352505,39999,8,2952,2858,6,1
8,1,77,10311,6313734,251,66,7,871,801,6,4,1,0,0,0,0,0,8,2837,2736,6,1
8,2,1274,6370656,5975758,1253,66,100,5889,5914549,255,4,2,591372,5957630,591372,5957630,591372,8,2837,2736,6,1
8,3,225,5918695,10269,76,66,160,5909423,759,5,4,3,0,0,0,0,0,8,2837,2736,6,1
5,1,1455,12674481,12286187,1530,66,102,5985,5914631,256,5,1,628,51187,628,51187,628,11,3242,3135,6,1
12,1,187,6304461,18893,197,76,0,0,602,5,5,1,0,0,0,0,0,8,3595,3502,6,1
12,3,1470,6381714,6381337,1465,76,99,5674,5636,98,5,3,550,59076,550,59076,550,8,3595,3502,6,1
12,4,373,6322350,6321738,363,76,6,668,672,6,5,4,0,0,0,0,0,8,3595,3502,6,1
10,1,186,6304395,18490,189,76,0,0,602,5,5,1,0,7087,0,7087,0,8,780,688,6,1
10,2,167,5909676,17111,172,76,155,5908660,6364,92,5,2,0,0,0,0,0,8,780,688,6,1
10,3,82,11103,6314456,253,76,4,556,602,5,5,3,0,6303353,0,6303353,0,8,780,688,6,1
10,4,187,18112,11239,84,76,5,598,602,5,5,5,577727,5777274,577727,5777274,577727,8,780,688,6,1
11,1,386,6317901,12099796,524,76,87,5738,5778020,157,5,1,564600,5646004,564600,5646004,564600,6,982,927,6,1
11,2,235,5788587,16697,169,76,156,5777950,6340,92,5,2,555,5556,555,5556,555,6,982,927,6,1
3,1,125,8722,6314770,260,76,0,0,598,5,5,1,0,0,0,0,0,4,546,456,6,1
3,2,11,926,11367,86,76,0,0,598,5,5,2,0,0,0,0,0,4,546,456,6,1
3,3,82,10909,10893,77,76,5,598,556,4,5,3,0,0,0,0,0,4,546,456,6,1
3,4,259,6314680,11187,84,76,5,598,598,5,5,4,0,0,0,0,0,4,546,456,6,1
4,1,185,18222,11061,81,76,4,556,598,5,5,1,0,0,0,0,0,5,593,502,6,1
4,2,84,11187,6314680,259,76,5,598,598,5,5,2,0,0,0,0,0,5,593,502,6,1
4,3,252,6314386,18390,189,76,4,556,598,5,5,3,0,7087,0,7087,0,5,593,502,6,1
1,1,1112,60376,70619,1184,76,94,5076,5674,99,5,1,550,59076,550,59076,550,10,3577,3489,6,1
1,2,292,6311707,6322393,371,76,0,0,598,5,5,2,630335,6303353,630335,6303353,630335,10,3577,3489,6,1
1,3,368,6322145,6321924,364,76,4,556,598,5,5,3,0,0,0,0,0,10,3577,3489,6,1
2,1,305,6312542,6321736,363,76,0,0,668,6,5,1,0,0,0,0,0,6,738,680,6,1
2,2,364,6321924,6322145,368,76,5,598,556,4,5,2,0,0,0,0,0,6,738,680,6,1
7,1,80,11019,11061,81,76,4,556,598,5,4,1,0,0,0,0,0,8,3375,3280,6,1
7,2,1761,12692961,6381709,1471,76,99,5674,5674,99,4,2,561,6362537,561,6362537,561,8,3375,3280,6,1
7,3,1468,6381583,6381630,1468,76,99,5674,5632,98,4,3,561,59184,561,59184,561,8,3375,3280,6,1
8,1,84,11187,6314680,259,76,5,598,668,6,5,1,0,0,0,0,0,8,3260,3158,6,1
8,2,1468,6381630,6381583,1468,76,98,5632,5674,99,5,2,561,6362537,561,6362537,561,8,3260,3158,6,1
8,3,253,6314456,11103,82,76,5,602,556,4,5,3,0,0,0,0,0,8,3260,3158,6,1
5,1,1650,12685497,12691970,1744,76,100,5728,5686,99,5,1,66296,6362537,66296,6362537,66296,9,3676,3569,6,1
5,2,198,18983,10909,82,76,5,598,598,5,5,4,561,59184,561,59184,561,9,3676,3569,6,1
12,1,187,6304461,19775,204,86,0,0,322,3,5,1,0,0,0,0,0,6,4013,3920,6,1
12,2,1418,78437,6385492,1563,86,104,5616,5938,107,5,2,599,69822,599,69822,599,6,4013,3920,6,1
12,3,1675,6393294,6392965,1671,86,106,5894,5938,107,5,3,599,69822,599,69822,599,6,4013,3920,6,1
12,4,380,6323226,6322620,370,86,3,320,322,3,5,4,0,0,0,0,0,6,4013,3920,6,1
10,1,274,6310199,5928056,351,86,88,5804,5909006,158,5,1,0,0,0,0,0,10,1076,984,6,1
10,2,187,6304485,19194,193,86,0,0,322,3,5,2,0,0,0,0,0,10,1076,984,6,1
10,3,89,11979,6315296,259,86,3,320,280,2,5,3,0,0,0,0,0,10,1076,984,6,1
10,4,194,18988,12121,91,86,3,320,322,3,4,5,52607,6303353,52607,6303353,52607,10,1076,984,6,1
11,1,554,12096624,12632321,638,86,153,5777456,5886,87,5,1,65734,6303353,65734,6303353,65734,8,1271,1216,6,1
11,2,350,6321154,5796260,343,86,88,5928,5777736,155,5,2,564607,5652959,564607,5652959,564607,8,1271,1216,6,1
3,1,125,8722,6315646,267,86,0,0,320,3,5,1,0,0,0,0,0,4,567,477,6,1
3,2,11,926,12243,93,86,0,0,320,3,5,2,0,0,0,0,0,4,567,477,6,1
3,3,89,11785,11727,83,86,3,320,278,2,5,3,0,0,0,0,0,4,567,477,6,1
3,4,266,6315556,12063,91,86,3,320,320,3,5,4,0,0,0,0,0,4,567,477,6,1
4,1,191,19056,11937,88,86,2,278,320,3,5,1,0,0,0,0,0,5,619,528,6,1
4,2,91,12063,6315556,266,86,3,320,320,3,5,2,0,0,0,0,0,5,619,528,6,1
4,3,258,6315220,19266,196,86,2,278,320,3,4,3,0,0,0,0,0,5,619,528,6,1
1,1,1311,71122,82241,1390,86,104,5616,5936,107,5,1,599,69822,599,69822,599,8,3994,3906,6,1
1,2,292,6311707,6323269,378,86,0,0,320,3,5,2,0,0,0,0,0,8,3994,3906,6,1
1,3,374,6322979,6322800,371,86,2,278,320,3,5,3,0,0,0,0,0,8,3994,3906,6,1
1,4,1948,12703496,12697065,1855,86,106,5894,5936,107,5,4,599,69822,599,69822,599,8,3994,3906,6,1
2,1,305,6312542,6322612,370,86,0,0,320,3,5,1,0,0,0,0,0,4,751,693,6,1
2,2,371,6322800,6322979,374,86,3,320,278,2,5,2,0,0,0,0,0,4,751,693,6,1
7,1,86,11853,11937,88,86,2,278,320,3,5,1,0,0,0,0,0,7,3799,3704,6,1
7,3,1674,6393205,6393210,1673,86,107,5936,5894,106,5,3,610,69930,610,69930,610,7,3799,3704,6,1
8,1,91,12063,6315556,266,86,3,320,320,3,5,1,0,0,0,0,0,7,3684,3582,6,1
8,3,259,6315296,11979,89,86,2,280,320,3,5,3,0,0,0,0,0,7,3684,3582,6,1
5,1,1856,12697119,12703550,1949,86,107,5936,5894,106,5,1,610,69930,610,69930,610,7,4102,3995,6,1
5,2,205,19859,11785,89,86,3,320,320,3,5,4,610,69930,610,69930,610,7,4102,3995,6,1
12,1,187,6304461,20657,211,96,0,0,322,3,5,1,0,0,0,0,0,8,4657,4564,6,1
12,2,1762,5866207,6402714,1852,96,250,5782694,11586,191,5,2,1155,86076,1155,86076,1155,8,4657,4564,6,1
12,3,1964,6410510,12181575,2021,96,191,11584,5782974,252,5,3,565174,5726260,565174,5726260,565174,8,4657,4564,6,1
12,4,387,6324102,6323502,377,96,3,320,322,3,5,4,0,0,0,0,0,8,4657,4564,6,1
10,1,294,6311796,6323747,378,96,0,0,322,3,5,1,0,6303419,0,6303419,0,8,1143,1051,6,1
10,2,187,6304485,20076,200,96,0,0,322,3,5,2,0,0,0,0,0,8,1143,1051,6,1
10,3,96,12855,6316136,265,96,3,320,280,2,5,3,0,0,0,0,0,8,1143,1051,6,1
10,4,201,19864,13003,98,96,3,320,322,3,5,5,0,0,0,0,0,8,1143,1051,6,1
11,1,577,12622703,12634998,668,96,0,0,322,3,5,1,0,0,0,0,0,8,1335,1280,6,1
3,1,217,14790,12093936,426,96,92,6068,5777734,155,5,1,0,0,0,0,0,6,832,742,6,1
3,2,11,926,13119,100,96,0,0,320,3,5,2,0,0,0,0,0,6,832,742,6,1
3,3,96,12661,12561,89,96,3,320,278,2,5,3,0,0,0,0,0,6,832,742,6,1
3,4,425,12093846,12939,98,96,155,5777734,320,3,5,4,0,0,0,0,0,6,832,742,6,1
4,1,197,19890,12813,95,96,2,278,320,3,5,1,0,0,0,0,0,5,794,703,6,1
4,2,98,12939,12093846,425,96,3,320,5777734,155,5,2,0,0,0,0,0,5,794,703,6,1
4,3,416,12093468,20142,203,96,154,5777692,320,3,5,3,0,0,0,0,0,5,794,703,6,1
1,1,1502,81436,93431,1588,96,98,5292,5612,101,5,1,567,80190,567,80190,567,6,4397,4309,6,1
1,2,292,6311707,6324145,385,96,0,0,320,3,5,2,0,0,0,0,0,6,4397,4309,6,1
1,3,380,6323813,6323676,378,96,2,278,320,3,5,3,0,0,0,0,0,6,4397,4309,6,1
1,4,2145,12714644,12708255,2053,96,100,5570,5612,101,5,4,567,80190,567,80190,567,6,4397,4309,6,1
2,1,305,6312542,6323488,377,96,0,0,320,3,5,1,0,0,0,0,0,4,764,706,6,1
2,2,378,6323676,6323813,380,96,3,320,278,2,5,2,0,0,0,0,0,4,764,706,6,1
7,1,92,12687,12813,95,96,2,278,320,3,5,1,0,0,0,0,0,7,4299,4204,6,1
7,2,2257,12721841,6404521,1875,96,193,11680,5612,101,5,2,572,80244,572,80244,572,7,4299,4204,6,1
7,3,1872,6404395,6410426,1962,96,101,5612,11638,192,5,3,1167,86196,1167,86196,1167,7,4299,4204,6,1
8,1,98,12939,12093846,425,96,3,320,5777734,155,4,1,577734,5777340,577734,5777340,577734,8,4336,4234,6,1
8,2,1963,6410480,6404449,1873,96,192,11638,5612,101,4,2,572,80244,572,80244,572,8,4336,4234,6,1
8,3,265,6316136,12855,96,96,2,280,320,3,4,3,0,0,0,0,0,8,4336,4234,6,1
5,1,2054,12708309,12714698,2146,96,101,5612,5570,100,5,1,572,80244,572,80244,572,7,4604,4497,6,1
5,2,304,26803,12661,96,96,95,6388,320,3,5,4,459,74520,459,74520,459,7,4604,4497,6,1
12,1,187,6304461,21777,219,106,0,0,560,4,5,1,0,0,0,0,0,10,5353,5260,6,1
12,2,2068,6408666,12193267,2225,106,188,11252,5783200,253,5,2,565178,5744285,565178,5744285,565178,10,5353,5260,6,1
12,3,2337,12201055,12719194,2245,106,253,5783196,5852,102,4,3,577,6394083,577,6394083,577,10,5353,5260,6,1
12,4,395,6325214,6330582,475,106,4,556,6520,94,5,4,575,5754,575,5754,575,10,5353,5260,6,1
10,1,294,6311796,6324867,386,106,0,0,560,4,5,1,0,0,0,0,0,4,1167,1075,6,1
10,2,187,6304485,21196,208,106,0,0,560,4,5,2,0,0,0,0,0,4,1167,1075,6,1
10,3,104,13967,6317256,273,106,4,556,560,4,5,3,0,0,0,0,0,4,1167,1075,6,1
10,4,209,20976,14123,106,106,4,556,560,4,5,5,0,0,0,0,0,4,1167,1075,6,1
11,1,577,12622703,12636118,676,106,0,0,560,4,5,1,0,0,0,0,0,6,1351,1296,6,1
11,2,388,6324951,6324341,381,106,4,560,560,4,5,2,0,0,0,0,0,6,1351,1296,6,1
3,1,238,16453,12621125,457,106,0,0,556,4,5,1,630341,6303417,630341,6303417,630341,6,900,810,6,1
3,2,11,926,14231,108,106,0,0,556,4,5,2,0,0,0,0,0,6,900,810,6,1
3,3,104,13773,13673,97,106,4,556,556,4,5,3,0,0,0,0,0,6,900,810,6,1
3,4,456,12621035,14051,106,106,4,556,556,4,5,4,0,0,0,0,0,6,900,810,6,1
4,1,205,21002,13925,103,106,4,556,556,4,5,1,0,0,0,0,0,5,852,761,6,1
4,2,106,14051,12621035,456,106,4,556,556,4,5,2,630341,6303417,630341,6303417,630341,5,852,761,6,1
4,3,447,12620657,21254,211,106,4,556,556,4,5,3,0,0,0,0,0,5,852,761,6,1
1,1,1695,91858,104965,1789,106,98,5292,5848,102,5,1,577,90666,577,90666,577,8,5045,4957,6,1
1,2,292,6311707,6325257,393,106,0,0,556,4,5,2,0,0,0,0,0,8,5045,4957,6,1
1,3,539,12102273,6330748,476,106,155,5777904,6516,94,5,3,575,5754,575,5754,575,8,5045,4957,6,1
1,4,2436,12732138,18497137,2405,106,192,11808,5783196,253,5,4,565178,5736670,565178,5736670,565178,8,5045,4957,6,1
2,1,456,12089890,6330560,475,106,151,5777348,6516,94,5,1,588,5886,588,5886,588,6,1021,963,6,1
2,2,476,6330748,12102273,539,106,94,6516,5777904,155,5,2,577727,5777274,577727,5777274,577727,6,1021,963,6,1
7,1,100,13799,13925,103,106,4,556,556,4,5,1,0,0,0,0,0,8,4889,4794,6,1
7,2,2630,18512386,6416055,2076,106,253,5783196,5848,102,5,2,529,90666,529,90666,529,8,4889,4794,6,1
7,3,2073,6415929,12200971,2335,106,102,5848,5783196,253,5,3,679,92989,679,92989,679,8,4889,4794,6,1
8,1,106,14051,12621035,456,106,4,556,556,4,4,1,0,6303417,0,6303417,0,9,4949,4847,6,1
8,2,2335,12200971,6415929,2073,106,253,5783196,5848,102,4,2,529,90666,529,90666,529,9,4949,4847,6,1
8,3,273,6317256,13967,104,106,4,560,556,4,4,3,0,0,0,0,0,9,4949,4847,6,1
5,1,2406,18497191,12732192,2437,106,253,5783196,11808,192,5,1,1166,96552,1166,96552,1166,9,5284,5177,6,1
5,2,333,29578,13773,104,106,4,556,556,4,5,4,1798,92503,1798,92503,1798,9,5284,5177,6,1
12,1,187,6304461,22659,226,116,0,0,602,5,5,1,0,0,0,0,0,10,5795,5702,6,1
12,4,402,6326090,6333325,506,116,5,598,602,5,5,4,0,7747,0,7747,0,10,5795,5702,6,1
10,1,294,6311796,6325819,394,116,0,0,672,6,5,1,0,0,0,0,0,4,1189,1096,6,1
10,2,187,6304485,22078,215,116,0,0,602,5,5,2,0,0,0,0,0,4,1189,1096,6,1
10,3,111,14843,6318096,279,116,5,598,560,4,5,3,0,0,0,0,0,4,1189,1096,6,1
10,4,216,21852,15005,113,116,5,598,602,5,5,5,0,0,0,0,0,4,1189,1096,6,1
11,1,577,12622703,12637000,683,116,0,0,602,5,4,1,0,0,0,0,0,4,1365,1310,6,1
11,2,395,6325833,6325293,389,116,5,602,602,5,4,2,0,0,0,0,0,4,1365,1310,6,1
3,1,391,5793909,12627841,552,116,153,5777456,6438,93,5,1,0,0,0,0,0,9,1159,1069,6,1
3,2,100,6808,5792595,268,116,89,5882,5778086,158,5,2,0,0,0,0,0,9,1159,1069,6,1
3,3,110,14607,14623,105,116,4,556,672,6,5,3,0,0,0,0,0,9,1159,1069,6,1
3,4,464,12621985,15071,115,116,6,672,672,6,5,4,0,0,0,0,0,9,1159,1069,6,1
4,1,213,21952,14759,109,116,6,672,556,4,4,1,0,0,0,0,0,6,882,789,6,1
4,2,115,15071,12621985,464,116,6,672,672,6,4,2,0,0,0,0,0,6,882,789,6,1
4,3,453,12621491,22130,218,116,4,556,598,5,4,3,0,0,0,0,0,6,882,789,6,1
1,1,1890,102388,116371,1991,116,99,5346,5944,104,5,1,534,100656,534,100656,534,9,5487,5399,6,1
1,2,292,6311707,6326133,400,116,0,0,598,5,5,2,0,0,0,0,0,9,5487,5399,6,1
1,3,570,12629302,6333443,506,116,6,672,556,4,5,3,0,7747,0,7747,0,9,5487,5399,6,1
1,4,2661,12745363,19034622,2630,116,103,5902,5944,104,5,4,534,6404009,534,6404009,534,9,5487,5399,6,1
2,1,480,12616039,6333371,507,116,0,0,672,6,5,1,0,7747,0,7747,0,6,1083,1024,6,1
2,2,506,6333443,12629302,570,116,4,556,672,6,5,2,0,6303353,0,6303353,0,6,1083,1024,6,1
7,1,107,14675,14829,110,116,5,598,626,5,5,1,0,0,0,0,0,8,5326,5231,6,1
7,2,2855,19049871,6427461,2278,116,104,5944,5944,104,5,2,583,101142,583,101142,583,8,5326,5231,6,1
7,3,2274,6427293,12738526,2561,116,103,5902,5944,104,5,3,583,6404495,583,6404495,583,8,5326,5231,6,1
8,1,113,14927,12621911,463,116,5,598,598,5,5,1,0,0,0,0,0,9,5387,5284,6,1
8,2,2561,12738526,6427293,2274,116,104,5944,5902,103,5,2,583,101142,583,101142,583,9,5387,5284,6,1
8,3,279,6318096,14843,111,116,4,560,598,5,5,3,0,0,0,0,0,9,5387,5284,6,1
5,1,2630,19034622,12745363,2661,116,103,5890,5848,102,4,1,583,108889,583,108889,583,9,5748,5641,6,1
5,2,341,30528,14649,111,116,6,672,598,5,4,4,53191,6404495,53191,6404495,53191,9,5748,5641,6,1
12,1,187,6304461,23611,234,126,0,0,392,4,5,1,0,0,0,0,0,8,6420,6326,6,1
12,2,2477,6431321,12741834,2646,126,94,5076,5398,97,5,2,523,110916,523,110916,523,8,6420,6326,6,1
12,3,2758,12749610,12747670,2733,126,97,5396,11428,188,5,3,1079,116472,1079,116472,1079,8,6420,6326,6,1
12,4,557,11973044,6334207,513,126,151,5646398,322,3,5,4,0,0,0,0,0,8,6420,6326,6,1
10,1,295,6311866,6326701,401,126,1,70,322,3,5,1,0,0,0,0,0,4,1213,1117,6,1
10,2,187,6304485,23030,223,126,0,0,392,4,5,2,0,0,0,0,0,4,1213,1117,6,1
10,3,119,15789,6318936,285,126,3,320,280,2,5,3,0,0,0,0,0,4,1213,1117,6,1
10,4,224,22798,15887,120,126,3,320,322,3,5,5,0,0,0,0,0,4,1213,1117,6,1
11,1,669,12628775,18283960,838,126,92,6072,5646400,151,5,1,0,0,0,0,0,6,1604,1546,6,1
11,2,403,6326785,6326175,396,126,5,602,322,3,5,2,0,0,0,0,0,6,1604,1546,6,1
3,1,414,6319988,12630248,578,126,0,0,598,5,5,1,729,7297,729,7297,729,7,1229,1136,6,1
3,2,120,8409,6319550,298,126,0,0,598,5,5,2,0,0,0,0,0,7,1229,1136,6,1
3,3,117,15483,15457,111,126,3,320,556,4,5,3,0,0,0,0,0,7,1229,1136,6,1
3,4,472,12622931,15947,122,126,3,320,598,5,5,4,0,0,0,0,0,7,1229,1136,6,1
4,1,220,22828,15593,115,126,3,320,278,2,5,1,0,0,0,0,0,5,908,815,6,1
4,2,122,15947,12622931,472,126,5,598,320,3,5,2,0,0,0,0,0,5,908,815,6,1
4,3,459,12622325,23006,225,126,2,278,320,3,5,3,0,0,0,0,0,5,908,815,6,1
1,1,2228,5758702,133401,2277,126,243,5651196,11356,187,5,1,1079,116472,1079,116472,1079,11,6111,6022,6,1
1,2,292,6311707,6327079,408,126,0,0,390,4,5,2,0,0,0,0,0,11,6111,6022,6,1
1,3,577,12630206,6334319,513,126,2,278,320,3,5,3,0,0,0,0,0,11,6111,6022,6,1
2,1,480,12616039,6334247,514,126,0,0,320,3,5,1,0,0,0,0,0,6,1096,1037,6,1
2,2,513,6334319,12630206,577,126,3,320,278,2,5,2,0,0,0,0,0,6,1096,1037,6,1
7,1,115,15621,15663,116,126,4,390,278,2,5,1,0,0,0,0,0,9,5973,5876,6,1
7,2,3199,24707019,6444603,2566,126,245,5651474,11468,189,5,2,1096,117234,1096,117234,1096,9,5973,5876,6,1
8,1,120,15803,12622787,470,126,3,320,320,3,5,1,0,0,0,0,0,8,5885,5781,6,1
8,2,2757,12749596,6444393,2561,126,97,5396,11356,187,5,2,1096,117234,1096,117234,1096,8,5885,5781,6,1
8,3,285,6318936,15789,119,126,4,560,320,3,5,3,0,0,0,0,0,8,5885,5781,6,1
12,1,338,11950717,30920,336,136,151,5646256,6546,97,5,1,0,0,0,0,0,10,7132,7033,6,1
12,2,2675,6442013,12753681,2853,136,101,5454,5776,104,5,2,550,121554,550,121554,550,10,7132,7033,6,1
12,3,2964,12761409,12761440,2965,136,104,5802,5776,104,5,3,550,129433,550,129433,550,10,7132,7033,6,1
12,4,591,12631472,6335292,521,136,3,320,322,3,5,4,0,0,0,0,0,10,7132,7033,6,1
10,1,295,6311866,6327786,409,136,0,0,322,3,4,1,0,0,0,0,0,4,1238,1138,6,1
